,basket,product_to_recommend,probability,price,description
1809,"frozenset({'22411', '85099B'})",frozenset({'22386'}),0.47474747474747475,1.79,JUMBO BAG PINK POLKADOT
3992,"frozenset({'20727', '22382', '20725'})",frozenset({'23209'}),0.47470817120622566,1.65,LUNCH BAG VINTAGE DOILY 
7539,frozenset({'22951'}),frozenset({'22417'}),0.4745762711864407,0.55,PACK OF 60 SPACEBOY CAKE CASES
4976,"frozenset({'22383', '20726', '20725'})","frozenset({'22384', '20728'})",0.47450980392156855,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE"
5983,"frozenset({'22384', '22383', '20726'})","frozenset({'20725', '23206'})",0.4744897959183673,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
15485,"frozenset({'23174', '23173'})","frozenset({'23175', '23171'})",0.4744897959183673,4.9,"REGENCY MILK JUG PINK , REGENCY TEA PLATE GREEN "
5835,"frozenset({'22382', '20725', '23206'})","frozenset({'20727', '20726'})",0.4744897959183673,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND"
14063,"frozenset({'23208', '22384'})","frozenset({'20727', '20728'})",0.4744897959183673,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE"
1380,"frozenset({'22386', '21929'})",frozenset({'21931'}),0.4743083003952569,1.79,JUMBO STORAGE BAG SUKI
2151,"frozenset({'20726', '22662'})","frozenset({'20727', '22382'})",0.4743083003952569,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN "
1476,"frozenset({'22386', '21929'})",frozenset({'85099F'}),0.4743083003952569,2.08,JUMBO BAG STRAWBERRY
2333,"frozenset({'20726', '22662'})","frozenset({'22384', '20725'})",0.4743083003952569,3.1,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
487,frozenset({'15056BL'}),frozenset({'20679'}),0.4742268041237113,5.95,EDWARDIAN PARASOL RED
14755,"frozenset({'23199', '21931'})",frozenset({'23200'}),0.47422680412371127,2.08,JUMBO BAG PEARS
14171,"frozenset({'20726', '20725', '23206'})",frozenset({'23208'}),0.47422680412371127,1.65,LUNCH BAG VINTAGE LEAF DESIGN
11416,"frozenset({'22382', '23206'})",frozenset({'22384'}),0.4741935483870968,1.65,LUNCH BAG PINK POLKADOT
7633,frozenset({'22141'}),frozenset({'22142'}),0.4741379310344828,1.45,CHRISTMAS CRAFT WHITE FAIRY 
15265,frozenset({'23171'}),"frozenset({'22697', '23170'})",0.47407407407407404,4.6,"GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE ROSES "
5538,"frozenset({'20726', '22382', '20728'})","frozenset({'20727', '22383'})",0.4739336492890995,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN "
5234,"frozenset({'20726', '22382', '20728'})","frozenset({'20727', '22384'})",0.4739336492890995,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT"
11,frozenset({'22633'}),frozenset({'22865'}),0.47392290249433106,2.1,HAND WARMER OWL DESIGN
701,"frozenset({'22384', '22386'})",frozenset({'22383'}),0.47346938775510206,1.65,LUNCH BAG SUKI DESIGN 
11963,"frozenset({'23203', '21931'})",frozenset({'23199'}),0.4734513274336283,1.79,JUMBO BAG APPLES
11376,"frozenset({'20727', '20725', '23209'})","frozenset({'22383', '23206'})",0.47342995169082125,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
13355,"frozenset({'23208', '23209'})",frozenset({'22383'}),0.47335423197492166,1.65,LUNCH BAG SUKI DESIGN 
958,"frozenset({'22383', '21931'})",frozenset({'20727'}),0.4732824427480916,1.65,LUNCH BAG  BLACK SKULL.
4566,"frozenset({'20727', '22383', '22384'})",frozenset({'23209'}),0.4732510288065844,1.65,LUNCH BAG VINTAGE DOILY 
4943,"frozenset({'20727', '22383', '22384'})","frozenset({'20726', '20725'})",0.4732510288065844,3.1,"LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
15633,frozenset({'23172'}),"frozenset({'23174', '23170'})",0.47321428571428575,5.8,"REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES "
15609,frozenset({'23172'}),frozenset({'23175'}),0.47321428571428575,3.25,REGENCY MILK JUG PINK 
15867,frozenset({'23172'}),"frozenset({'22697', '22699'})",0.47321428571428575,5.9,"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER "
1274,"frozenset({'85099F', '85099C'})","frozenset({'22386', '85099B'})",0.4731707317073171,3.87,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
11790,"frozenset({'23201', '85099B'})",frozenset({'23202'}),0.47297297297297297,2.08,JUMBO BAG VINTAGE LEAF
2516,"frozenset({'22384', '22382', '20728'})",frozenset({'22662'}),0.47297297297297297,1.65,LUNCH BAG DOLLY GIRL DESIGN
14566,"frozenset({'23199', '23201'})",frozenset({'23200'}),0.4729241877256318,2.08,JUMBO BAG PEARS
10197,"frozenset({'22355', '22383'})",frozenset({'22356'}),0.47290640394088673,0.85,CHARLOTTE BAG PINK POLKADOT
10387,frozenset({'21509'}),frozenset({'21507'}),0.47290640394088673,0.42,ELEPHANT BIRTHDAY CARD 
8888,"frozenset({'22383', '22355'})",frozenset({'22384'}),0.47290640394088673,1.65,LUNCH BAG PINK POLKADOT
2419,"frozenset({'22383', '22662', '20725'})","frozenset({'22384', '20726'})",0.47290640394088673,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND"
13862,"frozenset({'23208', '20728'})","frozenset({'20727', '22383'})",0.47290640394088673,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN "
9650,frozenset({'22431'}),frozenset({'22433'}),0.4727272727272727,1.95,WATERING CAN GREEN DINOSAUR
3756,"frozenset({'22729', '22726'})","frozenset({'22728', '22727'})",0.4727272727272727,7.5,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED "
3840,frozenset({'22382'}),frozenset({'20725'}),0.4726720647773279,1.45,LUNCH BAG RED RETROSPOT
1451,"frozenset({'85099F', '21929'})",frozenset({'85099C'}),0.472636815920398,1.79,JUMBO  BAG BAROQUE BLACK WHITE
1398,"frozenset({'85099F', '21929'})",frozenset({'21931'}),0.472636815920398,1.79,JUMBO STORAGE BAG SUKI
10367,"frozenset({'20727', '20724'})",frozenset({'20719'}),0.472636815920398,0.85,WOODLAND CHARLOTTE BAG
9841,frozenset({'21239'}),"frozenset({'21240', '21238'})",0.472636815920398,1.7,"BLUE POLKADOT CUP, RED RETROSPOT CUP"
15119,frozenset({'23170'}),frozenset({'22423'}),0.472560975609756,12.75,REGENCY CAKESTAND 3 TIER
12329,"frozenset({'23206', '20728'})",frozenset({'23207'}),0.4724137931034483,1.65,LUNCH BAG ALPHABET DESIGN
5654,"frozenset({'20726', '22383'})",frozenset({'23206'}),0.47237569060773477,1.65,LUNCH BAG APPLE DESIGN
683,"frozenset({'22383', '85099B'})",frozenset({'22386'}),0.47232472324723246,1.79,JUMBO BAG PINK POLKADOT
924,"frozenset({'22411', '85099B'})",frozenset({'21931'}),0.47222222222222227,1.79,JUMBO STORAGE BAG SUKI
7625,frozenset({'22645'}),frozenset({'22646'}),0.4721030042918455,0.39,CERAMIC STRAWBERRY CAKE MONEY BANK
15932,"frozenset({'23172', '23170'})","frozenset({'22697', '22698', '23171'})",0.4720812182741116,7.55,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE GREEN "
12067,"frozenset({'23202', '22386'})","frozenset({'23199', '85099B'})",0.4720812182741116,3.87,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT"
11919,"frozenset({'23199', '20725'})",frozenset({'23202'}),0.4720812182741116,2.08,JUMBO BAG VINTAGE LEAF
15675,"frozenset({'23172', '23170'})","frozenset({'23173', '23171'})",0.4720812182741116,11.6,"REGENCY TEAPOT ROSES , REGENCY TEA PLATE GREEN "
11722,"frozenset({'23201', '22386'})",frozenset({'21931'}),0.4720812182741116,1.79,JUMBO STORAGE BAG SUKI
1260,"frozenset({'85099C', '22386'})",frozenset({'85099F'}),0.47200000000000003,2.08,JUMBO BAG STRAWBERRY
2788,"frozenset({'22662', '22382'})",frozenset({'20728'}),0.4719101123595506,1.65,LUNCH BAG CARS BLUE
6939,"frozenset({'21212', '21975'})",frozenset({'22417'}),0.47191011235955055,0.55,PACK OF 60 SPACEBOY CAKE CASES
13678,"frozenset({'20727', '23206'})",frozenset({'23208'}),0.47187500000000004,1.65,LUNCH BAG VINTAGE LEAF DESIGN
14617,"frozenset({'23199', '23202'})","frozenset({'23203', '23200'})",0.47183098591549294,4.16,"JUMBO BAG VINTAGE DOILY , JUMBO BAG PEARS"
13605,"frozenset({'23199', '23209'})",frozenset({'23208'}),0.4716981132075471,1.65,LUNCH BAG VINTAGE LEAF DESIGN
5537,"frozenset({'22383', '20726', '20728'})","frozenset({'20727', '22382'})",0.4716981132075471,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN "
7556,"frozenset({'21212', '22417'})",frozenset({'22951'}),0.4716981132075471,0.55,60 CAKE CASES DOLLY GIRL DESIGN
6204,"frozenset({'20727', '20726', '22382'})",frozenset({'23209'}),0.47142857142857136,1.65,LUNCH BAG VINTAGE DOILY 
10256,"frozenset({'22355', '22356'})","frozenset({'20719', '20724'})",0.4713656387665198,1.7,"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG"
949,"frozenset({'22411', '22386'})","frozenset({'85099B', '21931'})",0.4713114754098361,3.87,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI"
16515,frozenset({'23354'}),frozenset({'23353'}),0.47126436781609193,0.83,6 GIFT TAGS VINTAGE CHRISTMAS 
13528,"frozenset({'23208', '22382'})","frozenset({'20727', '22383'})",0.47111111111111115,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN "
4212,"frozenset({'20727', '22382', '22384'})","frozenset({'22383', '20728'})",0.47111111111111115,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
10186,"frozenset({'85099B', '20724'})",frozenset({'22356'}),0.47101449275362317,0.85,CHARLOTTE BAG PINK POLKADOT
9540,frozenset({'21673'}),frozenset({'21671'}),0.47101449275362317,1.25,RED SPOT CERAMIC DRAWER KNOB
15697,"frozenset({'23175', '23174'})",frozenset({'23172'}),0.470873786407767,1.65,REGENCY TEA PLATE PINK
14950,"frozenset({'85099B', '23209'})",frozenset({'23202'}),0.47058823529411764,2.08,JUMBO BAG VINTAGE LEAF
10878,"frozenset({'20727', '20725', '23206'})","frozenset({'22383', '20728'})",0.47058823529411764,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
3250,"frozenset({'22662', '23206'})","frozenset({'20726', '22382'})",0.47058823529411764,3.3,"LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN "
16269,frozenset({'23263'}),frozenset({'23266'}),0.47043701799485854,1.25,SET OF 3 WOODEN STOCKING DECORATION
15279,frozenset({'23171'}),"frozenset({'22697', '22699'})",0.4703703703703704,5.9,"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER "
7383,frozenset({'22144'}),frozenset({'22141'}),0.4703087885985748,2.1,CHRISTMAS CRAFT TREE TOP ANGEL
8707,frozenset({'22556'}),frozenset({'22551'}),0.47024952015355087,1.65,PLASTERS IN TIN SPACEBOY
15410,frozenset({'23174'}),"frozenset({'23173', '23170'})",0.47014925373134325,11.6,"REGENCY TEAPOT ROSES , REGENCY TEA PLATE ROSES "
4273,"frozenset({'22384', '22382', '20725'})","frozenset({'20727', '20728'})",0.4701195219123506,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE"
12352,"frozenset({'23207', '20728'})",frozenset({'23209'}),0.4700854700854701,1.65,LUNCH BAG VINTAGE DOILY 
13840,"frozenset({'23207', '20728'})",frozenset({'23208'}),0.4700854700854701,1.65,LUNCH BAG VINTAGE LEAF DESIGN
6134,"frozenset({'20727', '20726', '22384'})",frozenset({'23209'}),0.4696969696969697,1.65,LUNCH BAG VINTAGE DOILY 
3478,frozenset({'22196'}),frozenset({'22195'}),0.46963562753036436,1.65,LARGE HEART MEASURING SPOONS
2978,"frozenset({'20726', '20725', '20728'})",frozenset({'22662'}),0.46956521739130436,1.65,LUNCH BAG DOLLY GIRL DESIGN
5198,"frozenset({'20727', '20726', '20725'})","frozenset({'22384', '20728'})",0.46956521739130436,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE"
5204,"frozenset({'20726', '20725', '20728'})","frozenset({'20727', '22384'})",0.46956521739130436,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT"
1022,"frozenset({'22383', '21931'})",frozenset({'20728'}),0.46946564885496184,1.65,LUNCH BAG CARS BLUE
292,frozenset({'22661'}),frozenset({'20719'}),0.46938775510204084,0.85,WOODLAND CHARLOTTE BAG
2899,"frozenset({'22662', '20728'})","frozenset({'20727', '22383'})",0.46938775510204084,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN "
7407,frozenset({'22569'}),"frozenset({'22568', '22570'})",0.4693877551020408,7.14,"FELTCRAFT CUSHION OWL, FELTCRAFT CUSHION RABBIT"
7770,"frozenset({'21930', '21931'})",frozenset({'85099C'}),0.4693877551020407,1.79,JUMBO  BAG BAROQUE BLACK WHITE
15690,"frozenset({'23174', '23173'})","frozenset({'23172', '23171'})",0.4693877551020407,3.3,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE GREEN "
323,"frozenset({'22356', '20719'})",frozenset({'22661'}),0.4693877551020407,0.85,CHARLOTTE BAG DOLLY GIRL DESIGN
9045,"frozenset({'22386', '21928'})","frozenset({'22411', '85099B'})",0.4692982456140351,3.87,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO BAG RED RETROSPOT"
2080,"frozenset({'22662', '20725'})","frozenset({'20726', '22382'})",0.46925566343042074,3.3,"LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN "
6152,"frozenset({'20726', '23209'})","frozenset({'20725', '23206'})",0.46923076923076923,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
9576,"frozenset({'21668', '21669'})","frozenset({'21672', '21673'})",0.4691943127962085,2.9,"WHITE SPOT RED CERAMIC DRAWER KNOB, WHITE SPOT BLUE CERAMIC DRAWER KNOB"
5252,"frozenset({'22383', '20728'})",frozenset({'20726'}),0.4690265486725664,1.65,LUNCH BAG WOODLAND
11644,"frozenset({'23203', '20725'})",frozenset({'23206'}),0.4689922480620155,1.65,LUNCH BAG APPLE DESIGN
6381,"frozenset({'23203', '20725'})",frozenset({'20727'}),0.4689922480620155,1.65,LUNCH BAG  BLACK SKULL.
12500,"frozenset({'22383', '23207'})",frozenset({'23209'}),0.4689922480620155,1.65,LUNCH BAG VINTAGE DOILY 
9301,frozenset({'22725'}),frozenset({'22730'}),0.46894409937888204,3.75,ALARM CLOCK BAKELIKE IVORY
5797,"frozenset({'20727', '22383', '20726'})","frozenset({'20725', '23206'})",0.4688995215311005,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
15894,frozenset({'23172'}),"frozenset({'22697', '23171', '23170'})",0.46875,6.25,"GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES "
16526,frozenset({'23351'}),frozenset({'23352'}),0.4686346863468635,1.25,ROLL WRAP 50'S RED CHRISTMAS 
6410,"frozenset({'22383', '85099B'})",frozenset({'20727'}),0.4686346863468635,1.65,LUNCH BAG  BLACK SKULL.
11284,"frozenset({'85099B', '23206'})",frozenset({'22383'}),0.46846846846846846,1.65,LUNCH BAG SUKI DESIGN 
8980,frozenset({'21929'}),frozenset({'21928'}),0.46843853820598,2.08,JUMBO BAG SCANDINAVIAN BLUE PAISLEY
13312,"frozenset({'23206', '23209'})",frozenset({'23208'}),0.46842105263157896,1.65,LUNCH BAG VINTAGE LEAF DESIGN
11874,"frozenset({'23199', '23202'})",frozenset({'23201'}),0.46830985915492956,1.79,JUMBO BAG ALPHABET
10714,frozenset({'23000'}),frozenset({'22996'}),0.4682926829268293,0.42,TRAVEL CARD WALLET VINTAGE TICKET
16532,frozenset({'23332'}),frozenset({'23329'}),0.4681647940074906,1.65,DECORATIVE WICKER HEART LARGE
3132,"frozenset({'22384', '22662'})",frozenset({'23206'}),0.46808510638297873,1.65,LUNCH BAG APPLE DESIGN
2504,"frozenset({'22384', '22662'})","frozenset({'20725', '20728'})",0.46808510638297873,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
13904,"frozenset({'23208', '20728'})","frozenset({'20727', '20725'})",0.46798029556650245,3.1,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT"
8846,"frozenset({'22383', '22355'})","frozenset({'20725', '20724'})",0.46798029556650245,2.3,"LUNCH BAG RED RETROSPOT, RED RETROSPOT CHARLOTTE BAG"
12035,"frozenset({'23203', '22386'})",frozenset({'23199'}),0.4679245283018868,1.79,JUMBO BAG APPLES
6465,frozenset({'20728'}),frozenset({'22383'}),0.4679089026915115,1.65,LUNCH BAG SUKI DESIGN 
4552,"frozenset({'22384', '22383', '20725'})",frozenset({'23209'}),0.46785714285714286,1.65,LUNCH BAG VINTAGE DOILY 
13844,"frozenset({'23208', '20725'})",frozenset({'20728'}),0.467680608365019,1.65,LUNCH BAG CARS BLUE
10073,"frozenset({'20727', '20724'})",frozenset({'20726'}),0.46766169154228854,1.65,LUNCH BAG WOODLAND
3400,"frozenset({'22662', '23209'})","frozenset({'22382', '20725'})",0.46766169154228854,3.1,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
3388,"frozenset({'22662', '23209'})","frozenset({'22383', '20725'})",0.46766169154228854,3.1,"LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT"
16536,frozenset({'23333'}),frozenset({'23330'}),0.4675925925925926,1.25,DECORATIVE WICKER HEART MEDIUM
7593,frozenset({'21976'}),frozenset({'21977'}),0.46739130434782605,0.55,PACK OF 60 PINK PAISLEY CAKE CASES
4299,"frozenset({'85123A', '22384'})",frozenset({'22382'}),0.46733668341708545,1.65,LUNCH BAG SPACEBOY DESIGN 
4311,"frozenset({'85123A', '22384'})",frozenset({'22383'}),0.46733668341708545,1.65,LUNCH BAG SUKI DESIGN 
9782,"frozenset({'22385', '21931'})",frozenset({'22411'}),0.46733668341708545,1.79,JUMBO SHOPPER VINTAGE RED PAISLEY
14075,"frozenset({'22384', '20725', '23209'})",frozenset({'23208'}),0.4672897196261682,1.65,LUNCH BAG VINTAGE LEAF DESIGN
15307,"frozenset({'23171', '23170'})",frozenset({'22698'}),0.4672489082969432,2.95,PINK REGENCY TEACUP AND SAUCER
9042,"frozenset({'22411', '21928'})","frozenset({'22386', '85099B'})",0.4672489082969432,3.87,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
12217,"frozenset({'23199', '85099B'})",frozenset({'23202'}),0.4672364672364673,2.08,JUMBO BAG VINTAGE LEAF
1893,frozenset({'21669'}),frozenset({'21672'}),0.4672364672364673,1.45,WHITE SPOT RED CERAMIC DRAWER KNOB
9438,frozenset({'21669'}),frozenset({'21671'}),0.4672364672364673,1.25,RED SPOT CERAMIC DRAWER KNOB
16295,frozenset({'23266'}),"frozenset({'23264', '23265'})",0.46715328467153283,2.5,"SET OF 3 WOODEN SLEIGH DECORATIONS, SET OF 3 WOODEN TREE DECORATIONS"
8743,frozenset({'22667'}),frozenset({'22666'}),0.4671201814058957,2.55,RECIPE BOX PANTRY YELLOW DESIGN
11928,"frozenset({'23199', '20725'})","frozenset({'85099B', '23206'})",0.46700507614213194,3.73,"JUMBO BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
16062,"frozenset({'23172', '23170'})","frozenset({'22699', '22697', '22698'})",0.46700507614213194,8.85,"ROSES REGENCY TEACUP AND SAUCER , GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER"
14560,"frozenset({'23199', '23209'})","frozenset({'23203', '23200'})",0.46698113207547165,4.16,"JUMBO BAG VINTAGE DOILY , JUMBO BAG PEARS"
1657,"frozenset({'22355', '20719'})","frozenset({'20723', '20724'})",0.46694214876033063,1.7,"STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG"
6409,"frozenset({'20727', '85099B'})",frozenset({'22383'}),0.4669117647058824,1.65,LUNCH BAG SUKI DESIGN 
1180,"frozenset({'85099C', '85099B'})",frozenset({'21931'}),0.4668508287292817,1.79,JUMBO STORAGE BAG SUKI
6924,frozenset({'22417'}),frozenset({'21975'}),0.46683046683046686,0.55,PACK OF 60 DINOSAUR CAKE CASES
3663,frozenset({'22865'}),frozenset({'22867'}),0.4667832167832168,2.1,HAND WARMER BIRD DESIGN
14579,"frozenset({'23202', '23200'})",frozenset({'23201'}),0.4666666666666667,1.79,JUMBO BAG ALPHABET
13569,"frozenset({'23208', '22382'})","frozenset({'22383', '23209'})",0.4666666666666667,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG VINTAGE DOILY "
12781,"frozenset({'22384', '23207'})","frozenset({'20727', '20725'})",0.4666666666666667,3.1,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT"
9363,"frozenset({'22725', '22726'})","frozenset({'22730', '22727'})",0.4666666666666667,7.5,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE RED "
13152,frozenset({'23205'}),frozenset({'23204'}),0.4666666666666667,0.85,CHARLOTTE BAG APPLES DESIGN
4666,"frozenset({'20727', '22382', '22384'})",frozenset({'23209'}),0.4666666666666667,1.65,LUNCH BAG VINTAGE DOILY 
6905,frozenset({'84378'}),frozenset({'84380'}),0.46641074856046066,1.45,SET OF 3 BUTTERFLY COOKIE CUTTERS
13719,"frozenset({'23208', '22383'})","frozenset({'20727', '23206'})",0.46640316205533594,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN"
11747,"frozenset({'23201', '85099B'})",frozenset({'22386'}),0.4662162162162162,1.79,JUMBO BAG PINK POLKADOT
11498,"frozenset({'22384', '22382', '20725'})",frozenset({'23206'}),0.46613545816733065,1.65,LUNCH BAG APPLE DESIGN
10099,frozenset({'22356'}),frozenset({'22355'}),0.4661190965092402,0.85,CHARLOTTE BAG SUKI DESIGN
15405,frozenset({'23173'}),"frozenset({'23175', '23174'})",0.46610169491525427,7.4,"REGENCY MILK JUG PINK , REGENCY SUGAR BOWL GREEN"
3526,"frozenset({'21485', '22111'})",frozenset({'22112'}),0.4660633484162896,4.95,CHOCOLATE HOT WATER BOTTLE
9541,frozenset({'21671'}),frozenset({'21673'}),0.4659498207885304,1.45,WHITE SPOT BLUE CERAMIC DRAWER KNOB
10224,"frozenset({'20723', '22355'})","frozenset({'22356', '20724'})",0.4658119658119658,1.7,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG"
612,"frozenset({'22384', '85099B'})","frozenset({'22386', '20725'})",0.46570397111913353,3.24,"JUMBO BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
10435,frozenset({'21238'}),frozenset({'21240'}),0.46570397111913353,0.85,BLUE POLKADOT CUP
3264,"frozenset({'22662', '23206'})","frozenset({'20726', '20725'})",0.46568627450980393,3.1,"LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
3208,"frozenset({'22662', '23206'})","frozenset({'20727', '22382'})",0.46568627450980393,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN "
13648,"frozenset({'22662', '23206'})",frozenset({'23208'}),0.46568627450980393,1.65,LUNCH BAG VINTAGE LEAF DESIGN
5347,"frozenset({'20727', '20728'})",frozenset({'20726'}),0.4655581947743468,1.65,LUNCH BAG WOODLAND
12196,"frozenset({'23203', '23206'})","frozenset({'23199', '23209'})",0.46551724137931033,3.44,"JUMBO BAG APPLES, LUNCH BAG VINTAGE DOILY "
721,"frozenset({'22382', '85099B'})",frozenset({'22386'}),0.46543778801843316,1.79,JUMBO BAG PINK POLKADOT
15833,"frozenset({'23172', '23171'})","frozenset({'22699', '22698', '23170'})",0.46534653465346537,7.55,"ROSES REGENCY TEACUP AND SAUCER , PINK REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE ROSES "
